,predicted_mean
2023-03-01,0.1690726937555877
2023-04-01,0.16957516216071544
2023-05-01,0.17165185462783658
2023-06-01,0.17616985528607207
2023-07-01,0.17795684607629533
2023-08-01,0.17912548316237817
2023-09-01,0.17929464459347666
2023-10-01,0.17719131883042996
2023-11-01,0.17604500681138538
2023-12-01,0.17713449284466784
2024-01-01,0.17952380691834577
2024-02-01,0.18038859406931082
