,predicted_mean
2023-03-01,1.8939834347675717
2023-04-01,1.924266306276313
2023-05-01,1.9487003276156
2023-06-01,1.9819003275306646
2023-07-01,1.9758073237980787
2023-08-01,1.9611018935158284
2023-09-01,1.9663958501733725
2023-10-01,2.000910655671223
2023-11-01,2.0283666775361375
2023-12-01,2.037174661704541
2024-01-01,2.0401628119201565
2024-02-01,2.0563875650922347
