,predicted_mean
2023-03-01,33.634036058987824
2023-04-01,33.82560220426839
2023-05-01,34.226114694672326
2023-06-01,34.42793464752266
2023-07-01,34.523562475316595
2023-08-01,34.69299859149901
2023-09-01,34.961243417595895
2023-10-01,35.11954736627228
2023-11-01,35.255410866909216
2023-12-01,35.49138934987971
2024-01-01,35.696544704211405
2024-02-01,35.80331333949654
