,pdq,seasonal_pdq,6,9,12,MEAN MAPE
0,"(0, 0, 0)","(0, 0, 0, 12)",1.0,1.0,1.0,1.0
1,"(0, 0, 0)","(0, 0, 1, 12)",1.0080534383200372,1.0047964886635388,1.0612601347587385,1.0247033539141048
2,"(0, 0, 0)","(0, 0, 2, 12)",3.4276587915903143,1.33711420123216,0.9391285317579602,1.9013005081934782
3,"(0, 0, 0)","(0, 1, 0, 12)",0.13242979640349928,0.13031690108966715,0.11860261661596594,0.12711643803637745
4,"(0, 0, 0)","(0, 1, 1, 12)",0.11556795855579494,0.13253841628406826,0.1433370861614317,0.1304811536670983
5,"(0, 0, 0)","(0, 1, 2, 12)",136.63783457699546,0.11786585673216741,0.10707720838474517,45.62092588070413
6,"(0, 0, 0)","(0, 2, 0, 12)",0.0843948222080762,0.08609906977598973,0.07665906937944837,0.08238432045450478
7,"(0, 0, 0)","(0, 2, 1, 12)",0.09148349468256868,0.11164916744440949,0.11201165947320613,0.10504810720006143
8,"(0, 0, 0)","(0, 2, 2, 12)",56.03200078868324,0.08666915684423142,0.056377017100783626,18.725015654209418
9,"(0, 0, 0)","(1, 0, 0, 12)",0.12095363663171312,0.12302826494110969,0.11385116156575881,0.11927768771286053
10,"(0, 0, 0)","(1, 0, 1, 12)",0.1076043026296463,0.12584216326319447,0.13792824572478207,0.12379157053920763
11,"(0, 0, 0)","(1, 0, 2, 12)",0.0972547925386087,0.10795829288403495,0.1417809983753978,0.11566469459934714
12,"(0, 0, 0)","(1, 1, 0, 12)",0.10706546124287963,0.13347533125056266,0.14146385036514628,0.12733488095286286
13,"(0, 0, 0)","(1, 1, 1, 12)",0.1077337105669392,0.13061008613427894,0.13535936215826166,0.1245677196198266
14,"(0, 0, 0)","(1, 1, 2, 12)",1618.1002299734266,0.060470739576775144,0.11493521153783565,539.4252119748471
15,"(0, 0, 0)","(1, 2, 0, 12)",0.09262523128999238,0.10807078667846699,0.10715433900516913,0.10261678565787617
16,"(0, 0, 0)","(1, 2, 1, 12)",0.08489791722246183,0.09343389553700886,0.1106191927508157,0.09631700183676213
17,"(0, 0, 0)","(1, 2, 2, 12)",0.03738570284371121,0.03856726968327468,239093.87397722664,79697.98331006638
18,"(0, 0, 0)","(2, 0, 0, 12)",0.09826411631332461,0.12611332069472267,0.13678511261584378,0.12038751654129702
19,"(0, 0, 0)","(2, 0, 1, 12)",0.0971193151570321,0.12607429199601836,0.14216633057317032,0.12178664590874026
20,"(0, 0, 0)","(2, 0, 2, 12)",0.0430789316563602,0.0647881877556314,0.09663249013041919,0.06816653651413694
21,"(0, 0, 0)","(2, 1, 0, 12)",0.0914511662291484,0.1300687316278297,0.14925942012290627,0.1235931059932948
22,"(0, 0, 0)","(2, 1, 1, 12)",0.056976775505196954,0.11314405065380319,0.13200116736872156,0.10070733117590724
23,"(0, 0, 0)","(2, 1, 2, 12)",5723.948313563277,0.223652592366045,0.09247613320851768,1908.0881474296175
24,"(0, 0, 0)","(2, 2, 0, 12)",0.06657539494958006,0.09768015325030056,0.10832829106437845,0.09086127975475304
25,"(0, 0, 0)","(2, 2, 1, 12)",0.045233467448575836,0.07127867545756394,0.08281132317423782,0.06644115536012586
26,"(0, 0, 0)","(2, 2, 2, 12)",0.04437626599945008,0.09751418592893336,0.0832085515588233,0.07503300116240225
27,"(0, 0, 1)","(0, 0, 0, 12)",0.917872992080925,0.9444861111143502,0.9598854525884044,0.9407481852612265
28,"(0, 0, 1)","(0, 0, 1, 12)",0.9345565304760001,0.9508521839057253,1.0188803493354248,0.9680963545723834
29,"(0, 0, 1)","(0, 0, 2, 12)",0.6110263122301535,0.5780470660493273,0.9068145939809314,0.698629324086804
30,"(0, 0, 1)","(0, 1, 0, 12)",0.12247014436266229,0.1256274562739046,0.11657537536171596,0.12155765866609429
31,"(0, 0, 1)","(0, 1, 1, 12)",0.09458699571592287,0.1283368805996613,0.10139730526225295,0.10810706052594571
32,"(0, 0, 1)","(0, 1, 2, 12)",11476.427263848565,0.11359707846197048,0.1053476160773808,3825.548736181035
33,"(0, 0, 1)","(0, 2, 0, 12)",0.07737188957919879,0.08263336069432589,0.07543145493760672,0.0784789017370438
34,"(0, 0, 1)","(0, 2, 1, 12)",0.08381905874459038,0.10855519586973045,0.08419069275140534,0.09218831578857539
35,"(0, 0, 1)","(0, 2, 2, 12)",50.46973281367158,0.08318227068094936,0.05636379597452907,16.869759626775686
36,"(0, 0, 1)","(1, 0, 0, 12)",0.11165018955421069,0.12061656715836132,0.11199659485937404,0.11475445052398202
37,"(0, 0, 1)","(1, 0, 1, 12)",0.10556415021123211,0.11460070043098887,0.13538172863445358,0.11851552642555818
38,"(0, 0, 1)","(1, 0, 2, 12)",0.09424106050321081,0.09799883921065553,0.13135588175105037,0.10786526048830558
39,"(0, 0, 1)","(1, 1, 0, 12)",0.09852152597334878,0.128680004451159,0.13899780781836804,0.12206644608095862
40,"(0, 0, 1)","(1, 1, 1, 12)",0.06553022359740941,0.1301221863053649,0.11375795975669577,0.10313678988649004
41,"(0, 0, 1)","(1, 1, 2, 12)",1455.4989141502945,0.05812883279054014,0.11299606358000992,485.22334634888836
42,"(0, 0, 1)","(1, 2, 0, 12)",0.08479729178026026,0.1046221483515272,0.10471780568643947,0.09804574860607564
43,"(0, 0, 1)","(1, 2, 1, 12)",0.07783182528601895,0.10673744470695044,0.09651669828876969,0.0936953227605797
44,"(0, 0, 1)","(1, 2, 2, 12)",0.03622073813327018,0.03470032753742233,164375.1564161858,54791.74244575049
45,"(0, 0, 1)","(2, 0, 0, 12)",0.09228159004975656,0.12027419998388912,0.1344702958593341,0.1156753619643266
46,"(0, 0, 1)","(2, 0, 1, 12)",0.11136159521256105,0.12597716346720392,0.13433323408280531,0.12389066425419008
47,"(0, 0, 1)","(2, 0, 2, 12)",0.03994406766904659,0.09925949102379641,0.14892918014183362,0.09604424627822554
48,"(0, 0, 1)","(2, 1, 0, 12)",0.08362708831541045,0.12844171321914116,0.1469402413570621,0.11966968096387125
49,"(0, 0, 1)","(2, 1, 1, 12)",0.04948647535021434,0.11009892179071895,0.11887643762863714,0.09282061158985681
50,"(0, 0, 1)","(2, 1, 2, 12)",4098.44156498436,0.21575959346662185,0.0915159813900563,1366.2496135197391
51,"(0, 0, 1)","(2, 2, 0, 12)",0.060282593009085,0.09386569797890434,0.10601623465465893,0.08672150854754941
52,"(0, 0, 1)","(2, 2, 1, 12)",0.04043592591707155,0.06862712519521284,0.09014556108853862,0.06640287073360768
53,"(0, 0, 1)","(2, 2, 2, 12)",0.0364316889438825,0.04085677705656174,0.1305284332093461,0.06927229973659678
54,"(0, 0, 2)","(0, 0, 0, 12)",0.9198234504794498,0.9462354288280379,0.9678993652270224,0.94465274817817
55,"(0, 0, 2)","(0, 0, 1, 12)",1.0975007177056295,1.0350332215506042,1.0215152479825724,1.0513497290796021
56,"(0, 0, 2)","(0, 0, 2, 12)",3.0944315993004294,1.2569377781271587,0.9025266179360392,1.751298665121209
57,"(0, 0, 2)","(0, 1, 0, 12)",0.11296433330198262,0.120274235634547,0.11425693300469679,0.1158318339804088
58,"(0, 0, 2)","(0, 1, 1, 12)",0.09324942689125237,0.10739773316078663,0.09988699767113696,0.10017805257439198
59,"(0, 0, 2)","(0, 1, 2, 12)",0.11467669049638192,0.10932591905949986,0.1036255459382569,0.1092093851647129
60,"(0, 0, 2)","(0, 2, 0, 12)",0.07067829311800054,0.08045540225901165,0.07373048622404905,0.07495472720035375
61,"(0, 0, 2)","(0, 2, 1, 12)",0.07750982131092828,0.08394861604635935,0.081931872213119,0.08113010319013554
62,"(0, 0, 2)","(0, 2, 2, 12)",40.72889339959606,0.08091999033145508,0.05587723039840725,13.621896873441974
63,"(0, 0, 2)","(1, 0, 0, 12)",0.1178556965952897,0.11884150284724784,0.11255772294281953,0.11641830746178568
64,"(0, 0, 2)","(1, 0, 1, 12)",0.11875357670949564,0.14225755037890925,0.13205655361738586,0.1310225602352636
65,"(0, 0, 2)","(1, 0, 2, 12)",0.09695819799609524,0.1370747804271593,0.13528265624875838,0.12310521155733763
66,"(0, 0, 2)","(1, 1, 0, 12)",0.09547562485096482,0.12310101954338126,0.13556824753234784,0.11804829730889799
67,"(0, 0, 2)","(1, 1, 1, 12)",0.061893037010360585,0.09958826866791827,0.12190246803231451,0.09446125790353112
68,"(0, 0, 2)","(1, 1, 2, 12)",1312.881683540579,0.058995010244435514,0.11086602474529983,437.6838481918562
69,"(0, 0, 2)","(1, 2, 0, 12)",0.07946255054571895,0.09902765357422366,0.10095313785707664,0.09314778065900642
70,"(0, 0, 2)","(1, 2, 1, 12)",0.08588071069184962,0.10920875017049504,0.09332582815204733,0.096138429671464
71,"(0, 0, 2)","(1, 2, 2, 12)",0.04323641416581595,0.03851994934151667,50993.35130117424,16997.811019179248
72,"(0, 0, 2)","(2, 0, 0, 12)",0.09409209372602767,0.1253734342661838,0.14031066868795228,0.11992539889338792
73,"(0, 0, 2)","(2, 0, 1, 12)",0.1211070893776089,0.15834246460357873,0.14947868394596245,0.14297607930905
74,"(0, 0, 2)","(2, 0, 2, 12)",0.04279367882020119,0.11296820556304422,0.1549136164389762,0.10355850027407387
75,"(0, 0, 2)","(2, 1, 0, 12)",0.10885608103091444,0.120127512152907,0.14336654008902724,0.12411671109094957
76,"(0, 0, 2)","(2, 1, 1, 12)",0.038762874844967564,0.09659794766546907,0.11651154843704248,0.08395745698249303
77,"(0, 0, 2)","(2, 1, 2, 12)",4932.983643377286,0.21702339860836833,0.09078165084856742,1644.4304828089143
78,"(0, 0, 2)","(2, 2, 0, 12)",0.055402203751057116,0.08971646853395027,0.10230431839424169,0.08247433022641636
79,"(0, 0, 2)","(2, 2, 1, 12)",0.039473873825480225,0.06619813218131744,0.08718527142531522,0.06428575914403763
80,"(0, 0, 2)","(2, 2, 2, 12)",0.04334494914668333,0.045434497218996034,0.12312210501553474,0.0706338504604047
81,"(0, 1, 0)","(0, 0, 0, 12)",0.009098324618688291,0.06833349404408988,0.08448763530793707,0.05397315132357174
82,"(0, 1, 0)","(0, 0, 1, 12)",0.00690961189600339,0.06632479048655532,0.07994856433573044,0.05106098890609639
83,"(0, 1, 0)","(0, 0, 2, 12)",0.011891642686899073,0.05338990347610357,0.05057869130217285,0.038620079155058495
84,"(0, 1, 0)","(0, 1, 0, 12)",0.008009665342627372,0.04562075718277583,0.05055777876713879,0.03472940043084733
85,"(0, 1, 0)","(0, 1, 1, 12)",0.004149163298796204,0.05149118959974538,0.06132840132906553,0.0389895847425357
86,"(0, 1, 0)","(0, 1, 2, 12)",0.022589921730083742,0.047081805349338195,0.05906956128852305,0.042913762789314996
87,"(0, 1, 0)","(0, 2, 0, 12)",0.015933437459510456,0.03770106503480484,0.029379162770094558,0.027671221754803285
88,"(0, 1, 0)","(0, 2, 1, 12)",0.012676673078775737,0.044946094574663475,0.04895017209388252,0.035524313249107244
89,"(0, 1, 0)","(0, 2, 2, 12)",1.3702016115794304,0.03837790847105852,0.07973381420907949,0.4961044447531895
90,"(0, 1, 0)","(1, 0, 0, 12)",0.006407509867613133,0.05388976423406047,0.06325038536165674,0.04118255315444345
91,"(0, 1, 0)","(1, 0, 1, 12)",0.004792687020378307,0.060790685845309195,0.07507258101208576,0.046885317959257745
92,"(0, 1, 0)","(1, 0, 2, 12)",0.01779627043246277,0.04633604863488618,0.05006140588401292,0.03806457498378729
93,"(0, 1, 0)","(1, 1, 0, 12)",0.005903257105943756,0.0485350996233642,0.05954230310076391,0.03799355327669062
94,"(0, 1, 0)","(1, 1, 1, 12)",0.004579728613906235,0.050404191800818364,0.061322864235372976,0.038768928216699194
