pdq,seasonal_pdq,hold_out,MAPE
"(0, 1, 1)","(2, 2, 0, 12)",12,0.04111045999432218
"(0, 1, 1)","(2, 2, 1, 12)",6,0.02305269465411197
"(0, 1, 1)","(2, 2, 1, 12)",9,0.03536258631195256
"(0, 1, 1)","(2, 2, 1, 12)",12,0.044079299979875176
"(0, 1, 1)","(2, 2, 2, 12)",6,0.05181184604160654
"(0, 1, 1)","(2, 2, 2, 12)",9,0.05059893832860377
"(0, 1, 1)","(2, 2, 2, 12)",12,0.046244742451092245
"(0, 1, 2)","(0, 0, 0, 12)",6,0.013320874919693434
"(0, 1, 2)","(0, 0, 0, 12)",9,0.020029244162193156
"(0, 1, 2)","(0, 0, 0, 12)",12,0.11454799421175532
"(0, 1, 2)","(0, 0, 1, 12)",6,0.009999694772544072
"(0, 1, 2)","(0, 0, 1, 12)",9,0.022130427423603896
"(0, 1, 2)","(0, 0, 1, 12)",12,0.11211890069045742
"(0, 1, 2)","(0, 0, 2, 12)",6,0.011347373848859636
"(0, 1, 2)","(0, 0, 2, 12)",9,0.022627625848125367
"(0, 1, 2)","(0, 0, 2, 12)",12,0.11902595124082362
"(0, 1, 2)","(0, 1, 0, 12)",6,0.06322707553304267
"(0, 1, 2)","(0, 1, 0, 12)",9,0.03667666735005906
"(0, 1, 2)","(0, 1, 0, 12)",12,0.14649752572310887
"(0, 1, 2)","(0, 1, 1, 12)",6,0.01618472841899647
"(0, 1, 2)","(0, 1, 1, 12)",9,0.02729921833576483
"(0, 1, 2)","(0, 1, 1, 12)",12,0.10632143148569516
"(0, 1, 2)","(0, 1, 2, 12)",6,72.93285332001115
"(0, 1, 2)","(0, 1, 2, 12)",9,9920505285.310766
"(0, 1, 2)","(0, 1, 2, 12)",12,1.166125979300552
"(0, 1, 2)","(0, 2, 0, 12)",6,0.12739768683423694
"(0, 1, 2)","(0, 2, 0, 12)",9,0.08563948306074964
"(0, 1, 2)","(0, 2, 0, 12)",12,0.3018132336097464
"(0, 1, 2)","(0, 2, 1, 12)",6,0.07393923324462578
"(0, 1, 2)","(0, 2, 1, 12)",9,0.04151816412020472
"(0, 1, 2)","(0, 2, 1, 12)",12,0.14992644038294073
"(0, 1, 2)","(0, 2, 2, 12)",6,0.17728349367791194
"(0, 1, 2)","(0, 2, 2, 12)",9,1.1086993814855133
"(0, 1, 2)","(0, 2, 2, 12)",12,0.4696141611512214
"(0, 1, 2)","(1, 0, 0, 12)",6,0.01006141081565883
"(0, 1, 2)","(1, 0, 0, 12)",9,0.024125637094920955
"(0, 1, 2)","(1, 0, 0, 12)",12,0.10926871362790042
"(0, 1, 2)","(1, 0, 1, 12)",6,0.010333190073253548
"(0, 1, 2)","(1, 0, 1, 12)",9,0.02418438976612508
"(0, 1, 2)","(1, 0, 1, 12)",12,0.10693747868594265
"(0, 1, 2)","(1, 0, 2, 12)",6,0.01138989700247866
"(0, 1, 2)","(1, 0, 2, 12)",9,0.02069239903023873
"(0, 1, 2)","(1, 0, 2, 12)",12,0.12147244848517914
"(0, 1, 2)","(1, 1, 0, 12)",6,0.037882960374022744
"(0, 1, 2)","(1, 1, 0, 12)",9,0.02985892684312825
"(0, 1, 2)","(1, 1, 0, 12)",12,0.0387436708238687
"(0, 1, 2)","(1, 1, 1, 12)",6,0.014866583127367128
"(0, 1, 2)","(1, 1, 1, 12)",9,0.041082665998330395
"(0, 1, 2)","(1, 1, 1, 12)",12,0.0734778434122596
"(0, 1, 2)","(1, 1, 2, 12)",6,297.9443837322065
"(0, 1, 2)","(1, 1, 2, 12)",9,15.064969878564105
"(0, 1, 2)","(1, 1, 2, 12)",12,5.706038712960395
"(0, 1, 2)","(1, 2, 0, 12)",6,0.1040871542450631
"(0, 1, 2)","(1, 2, 0, 12)",9,0.06634088374771986
"(0, 1, 2)","(1, 2, 0, 12)",12,0.07695185164508306
"(0, 1, 2)","(1, 2, 1, 12)",6,0.04687147115575652
"(0, 1, 2)","(1, 2, 1, 12)",9,0.029316601921542593
"(0, 1, 2)","(1, 2, 1, 12)",12,0.027836931976950804
"(0, 1, 2)","(1, 2, 2, 12)",6,0.04345088616176837
"(0, 1, 2)","(1, 2, 2, 12)",9,0.04306513046184013
"(0, 1, 2)","(1, 2, 2, 12)",12,0.030216543869495672
"(0, 1, 2)","(2, 0, 0, 12)",6,0.010150171146806856
"(0, 1, 2)","(2, 0, 0, 12)",9,0.022246820406787635
"(0, 1, 2)","(2, 0, 0, 12)",12,0.12266302922843247
"(0, 1, 2)","(2, 0, 1, 12)",6,0.010221904798663403
"(0, 1, 2)","(2, 0, 1, 12)",9,0.02203900784699914
"(0, 1, 2)","(2, 0, 1, 12)",12,0.12252021398907918
"(0, 1, 2)","(2, 0, 2, 12)",6,0.011699802814372558
"(0, 1, 2)","(2, 0, 2, 12)",9,0.02221374838520214
"(0, 1, 2)","(2, 0, 2, 12)",12,0.10918816461580065
"(0, 1, 2)","(2, 1, 0, 12)",6,0.019476153255617627
"(0, 1, 2)","(2, 1, 0, 12)",9,0.03456176428071031
"(0, 1, 2)","(2, 1, 0, 12)",12,0.06647126593361961
"(0, 1, 2)","(2, 1, 1, 12)",6,0.017374801417870036
"(0, 1, 2)","(2, 1, 1, 12)",9,0.03769329644575767
"(0, 1, 2)","(2, 1, 1, 12)",12,0.07368352867760307
"(0, 1, 2)","(2, 1, 2, 12)",6,0.13838252283363037
"(0, 1, 2)","(2, 1, 2, 12)",9,0.02671636850271862
"(0, 1, 2)","(2, 1, 2, 12)",12,0.2779637156761139
"(0, 1, 2)","(2, 2, 0, 12)",6,0.06812277318877563
"(0, 1, 2)","(2, 2, 0, 12)",9,0.032904421028961225
"(0, 1, 2)","(2, 2, 0, 12)",12,0.04482133850910507
"(0, 1, 2)","(2, 2, 1, 12)",6,0.020881210359275995
"(0, 1, 2)","(2, 2, 1, 12)",9,0.034842675052941835
"(0, 1, 2)","(2, 2, 1, 12)",12,0.04563771077776007
"(0, 1, 2)","(2, 2, 2, 12)",6,0.04609924328457557
"(0, 1, 2)","(2, 2, 2, 12)",9,0.05235256134548413
"(0, 1, 2)","(2, 2, 2, 12)",12,0.049904035796385256
"(0, 2, 0)","(0, 0, 0, 12)",6,0.01303590267831748
"(0, 2, 0)","(0, 0, 0, 12)",9,0.06008839277606121
"(0, 2, 0)","(0, 0, 0, 12)",12,0.07840040094095228
"(0, 2, 0)","(0, 0, 1, 12)",6,0.01014760870282404
"(0, 2, 0)","(0, 0, 1, 12)",9,0.04963578155646959
"(0, 2, 0)","(0, 0, 1, 12)",12,0.08915543722173062
"(0, 2, 0)","(0, 0, 2, 12)",6,0.009414710925790775
"(0, 2, 0)","(0, 0, 2, 12)",9,0.11518852885750173
"(0, 2, 0)","(0, 0, 2, 12)",12,366.3249982966043
"(0, 2, 0)","(0, 1, 0, 12)",6,0.016940516361362234
"(0, 2, 0)","(0, 1, 0, 12)",9,0.16645007893667296
"(0, 2, 0)","(0, 1, 0, 12)",12,0.0773966818341997
"(0, 2, 0)","(0, 1, 1, 12)",6,0.03944891100097191
"(0, 2, 0)","(0, 1, 1, 12)",9,0.026836801559529205
"(0, 2, 0)","(0, 1, 1, 12)",12,0.0707836135138787
"(0, 2, 0)","(0, 1, 2, 12)",6,0.11942853095988963
"(0, 2, 0)","(0, 1, 2, 12)",9,0.7826151719317544
"(0, 2, 0)","(0, 1, 2, 12)",12,0.04080900967574763
"(0, 2, 0)","(0, 2, 0, 12)",6,0.20308678947381523
"(0, 2, 0)","(0, 2, 0, 12)",9,0.5268294742220774
"(0, 2, 0)","(0, 2, 0, 12)",12,0.3446150268910492
"(0, 2, 0)","(0, 2, 1, 12)",6,0.020389242851575905
"(0, 2, 0)","(0, 2, 1, 12)",9,0.19308566552369635
"(0, 2, 0)","(0, 2, 1, 12)",12,0.08478434303006016
"(0, 2, 0)","(0, 2, 2, 12)",6,0.3909298850707265
"(0, 2, 0)","(0, 2, 2, 12)",9,0.9385479980189658
"(0, 2, 0)","(0, 2, 2, 12)",12,0.06762653434681513
"(0, 2, 0)","(1, 0, 0, 12)",6,0.013163319858536143
"(0, 2, 0)","(1, 0, 0, 12)",9,0.03825105589142217
"(0, 2, 0)","(1, 0, 0, 12)",12,0.0813327945064483
"(0, 2, 0)","(1, 0, 1, 12)",6,0.015143137770493607
"(0, 2, 0)","(1, 0, 1, 12)",9,0.036081577177970725
"(0, 2, 0)","(1, 0, 1, 12)",12,0.07478412820997175
"(0, 2, 0)","(1, 0, 2, 12)",6,0.009623098412063892
"(0, 2, 0)","(1, 0, 2, 12)",9,0.0912085346872276
"(0, 2, 0)","(1, 0, 2, 12)",12,4904.635756929162
"(0, 2, 0)","(1, 1, 0, 12)",6,0.1007548134441964
"(0, 2, 0)","(1, 1, 0, 12)",9,0.03336015687801146
"(0, 2, 0)","(1, 1, 0, 12)",12,0.096356198507916
"(0, 2, 0)","(1, 1, 1, 12)",6,0.08003912577530521
"(0, 2, 0)","(1, 1, 1, 12)",9,0.046258451859276156
"(0, 2, 0)","(1, 1, 1, 12)",12,0.04612086653878567
"(0, 2, 0)","(1, 1, 2, 12)",6,0.10480302925590217
"(0, 2, 0)","(1, 1, 2, 12)",9,8183.654534894407
"(0, 2, 0)","(1, 1, 2, 12)",12,0.06626091620020506
"(0, 2, 0)","(1, 2, 0, 12)",6,0.03881725965079648
"(0, 2, 0)","(1, 2, 0, 12)",9,0.13690333103592855
"(0, 2, 0)","(1, 2, 0, 12)",12,0.11857532635556108
"(0, 2, 0)","(1, 2, 1, 12)",6,0.10918491425552866
"(0, 2, 0)","(1, 2, 1, 12)",9,0.0542717217082821
"(0, 2, 0)","(1, 2, 1, 12)",12,0.12845399011687467
"(0, 2, 0)","(1, 2, 2, 12)",6,0.15081804381070713
"(0, 2, 0)","(1, 2, 2, 12)",9,0.09174508951491182
"(0, 2, 0)","(1, 2, 2, 12)",12,0.15018871113738677
"(0, 2, 0)","(2, 0, 0, 12)",6,0.010403891617129981
"(0, 2, 0)","(2, 0, 0, 12)",9,0.06548201005910606
"(0, 2, 0)","(2, 0, 0, 12)",12,0.1211861145692374
"(0, 2, 0)","(2, 0, 1, 12)",6,0.010485912048951829
"(0, 2, 0)","(2, 0, 1, 12)",9,0.06530881963711753
"(0, 2, 0)","(2, 0, 1, 12)",12,0.12099128411370623
"(0, 2, 0)","(2, 0, 2, 12)",6,0.04777462998375823
"(0, 2, 0)","(2, 0, 2, 12)",9,0.08671771415482668
"(0, 2, 0)","(2, 0, 2, 12)",12,6744.408544572255
"(0, 2, 0)","(2, 1, 0, 12)",6,0.09826184079305417
"(0, 2, 0)","(2, 1, 0, 12)",9,0.04787159699267023
"(0, 2, 0)","(2, 1, 0, 12)",12,0.033935712741374864
"(0, 2, 0)","(2, 1, 1, 12)",6,0.07689437066499454
"(0, 2, 0)","(2, 1, 1, 12)",9,0.04980522623758369
"(0, 2, 0)","(2, 1, 1, 12)",12,0.02287717149694135
"(0, 2, 0)","(2, 1, 2, 12)",6,129049883182.22914
"(0, 2, 0)","(2, 1, 2, 12)",9,236.1818769593099
"(0, 2, 0)","(2, 1, 2, 12)",12,0.1126041789266032
"(0, 2, 0)","(2, 2, 0, 12)",6,0.1113769700405172
"(0, 2, 0)","(2, 2, 0, 12)",9,0.04526509373698562
"(0, 2, 0)","(2, 2, 0, 12)",12,0.07728739514309717
"(0, 2, 0)","(2, 2, 1, 12)",6,0.11289600079659641
"(0, 2, 0)","(2, 2, 1, 12)",9,0.09737574239541259
"(0, 2, 0)","(2, 2, 1, 12)",12,0.10222870712619243
"(0, 2, 0)","(2, 2, 2, 12)",6,0.14255196452287813
"(0, 2, 0)","(2, 2, 2, 12)",9,0.1136659485757318
"(0, 2, 0)","(2, 2, 2, 12)",12,0.1280558502008222
"(0, 2, 1)","(0, 0, 0, 12)",6,0.021387612968382413
"(0, 2, 1)","(0, 0, 0, 12)",9,0.01371467607356363
"(0, 2, 1)","(0, 0, 0, 12)",12,0.10967823287010008
"(0, 2, 1)","(0, 0, 1, 12)",6,0.018063105704424574
"(0, 2, 1)","(0, 0, 1, 12)",9,0.012290713118858966
"(0, 2, 1)","(0, 0, 1, 12)",12,0.10792943667257844
"(0, 2, 1)","(0, 0, 2, 12)",6,0.009527358887932073
"(0, 2, 1)","(0, 0, 2, 12)",9,0.012887838159242014
"(0, 2, 1)","(0, 0, 2, 12)",12,65.22165478725843
"(0, 2, 1)","(0, 1, 0, 12)",6,0.07416648849044592
"(0, 2, 1)","(0, 1, 0, 12)",9,0.04186169998559795
"(0, 2, 1)","(0, 1, 0, 12)",12,0.1392679583224558
"(0, 2, 1)","(0, 1, 1, 12)",6,0.033012939318536806
"(0, 2, 1)","(0, 1, 1, 12)",9,0.01644779026358096
"(0, 2, 1)","(0, 1, 1, 12)",12,0.08256147640649768
"(0, 2, 1)","(0, 1, 2, 12)",6,0.19563706586769844
"(0, 2, 1)","(0, 1, 2, 12)",9,1.1166477034128761
"(0, 2, 1)","(0, 1, 2, 12)",12,0.039548949781001576
"(0, 2, 1)","(0, 2, 0, 12)",6,0.14766449945066848
"(0, 2, 1)","(0, 2, 0, 12)",9,0.11395804076964608
"(0, 2, 1)","(0, 2, 0, 12)",12,0.30094492355197594
"(0, 2, 1)","(0, 2, 1, 12)",6,0.10283617172022456
"(0, 2, 1)","(0, 2, 1, 12)",9,0.06157754003325593
"(0, 2, 1)","(0, 2, 1, 12)",12,0.1408417466741835
"(0, 2, 1)","(0, 2, 2, 12)",6,0.1829640429041134
"(0, 2, 1)","(0, 2, 2, 12)",9,0.9012816484708116
"(0, 2, 1)","(0, 2, 2, 12)",12,0.04585845032598882
"(0, 2, 1)","(1, 0, 0, 12)",6,0.014907411399301324
"(0, 2, 1)","(1, 0, 0, 12)",9,0.012869491167388825
"(0, 2, 1)","(1, 0, 0, 12)",12,0.10595127995649539
"(0, 2, 1)","(1, 0, 1, 12)",6,0.015727656579577195
"(0, 2, 1)","(1, 0, 1, 12)",9,0.014533988182898173
"(0, 2, 1)","(1, 0, 1, 12)",12,0.10457787180987872
"(0, 2, 1)","(1, 0, 2, 12)",6,0.012506827699739926
"(0, 2, 1)","(1, 0, 2, 12)",9,0.01104677432135945
"(0, 2, 1)","(1, 0, 2, 12)",12,691.2067375660491
"(0, 2, 1)","(1, 1, 0, 12)",6,0.04348076258790648
"(0, 2, 1)","(1, 1, 0, 12)",9,0.02669274066750709
"(0, 2, 1)","(1, 1, 0, 12)",12,0.029998731244344976
"(0, 2, 1)","(1, 1, 1, 12)",6,0.0227618460511423
"(0, 2, 1)","(1, 1, 1, 12)",9,0.018998056772964636
"(0, 2, 1)","(1, 1, 1, 12)",12,0.0407729230220987
"(0, 2, 1)","(1, 1, 2, 12)",6,0.13387433792676393
"(0, 2, 1)","(1, 1, 2, 12)",9,44.8581215718942
"(0, 2, 1)","(1, 1, 2, 12)",12,0.06619950064806986
"(0, 2, 1)","(1, 2, 0, 12)",6,0.11206614398251684
"(0, 2, 1)","(1, 2, 0, 12)",9,0.06962834982841876
"(0, 2, 1)","(1, 2, 0, 12)",12,0.07621116005002569
"(0, 2, 1)","(1, 2, 1, 12)",6,0.05403262258032107
"(0, 2, 1)","(1, 2, 1, 12)",9,0.028789038206528457
"(0, 2, 1)","(1, 2, 1, 12)",12,0.027405485021723894
"(0, 2, 1)","(1, 2, 2, 12)",6,0.10888857112614962
"(0, 2, 1)","(1, 2, 2, 12)",9,0.09271380826615151
"(0, 2, 1)","(1, 2, 2, 12)",12,0.028435586142739545
"(0, 2, 1)","(2, 0, 0, 12)",6,0.014586172414748131
"(0, 2, 1)","(2, 0, 0, 12)",9,0.014301595205798228
"(0, 2, 1)","(2, 0, 0, 12)",12,0.10704057910601757
"(0, 2, 1)","(2, 0, 1, 12)",6,0.014554571837681917
"(0, 2, 1)","(2, 0, 1, 12)",9,0.014514994610825803
"(0, 2, 1)","(2, 0, 1, 12)",12,0.11146011719252602
"(0, 2, 1)","(2, 0, 2, 12)",6,0.026725902486402636
"(0, 2, 1)","(2, 0, 2, 12)",9,0.011967506342210813
"(0, 2, 1)","(2, 0, 2, 12)",12,5292.100162107013
"(0, 2, 1)","(2, 1, 0, 12)",6,0.022843238754320035
"(0, 2, 1)","(2, 1, 0, 12)",9,0.02382066685716246
"(0, 2, 1)","(2, 1, 0, 12)",12,0.04937806941866835
"(0, 2, 1)","(2, 1, 1, 12)",6,0.017863856814974325
"(0, 2, 1)","(2, 1, 1, 12)",9,0.023871939206141182
"(0, 2, 1)","(2, 1, 1, 12)",12,0.05415923331970723
"(0, 2, 1)","(2, 1, 2, 12)",6,135366205031.73543
"(0, 2, 1)","(2, 1, 2, 12)",9,298.1005553122311
"(0, 2, 1)","(2, 1, 2, 12)",12,0.07885603905898338
"(0, 2, 1)","(2, 2, 0, 12)",6,0.07107170279524785
"(0, 2, 1)","(2, 2, 0, 12)",9,0.03373845772226386
"(0, 2, 1)","(2, 2, 0, 12)",12,0.038366778557453955
"(0, 2, 1)","(2, 2, 1, 12)",6,0.025363246514935555
"(0, 2, 1)","(2, 2, 1, 12)",9,0.030244321097118623
"(0, 2, 1)","(2, 2, 1, 12)",12,0.0386826922893291
"(0, 2, 1)","(2, 2, 2, 12)",6,0.10569732389807135
"(0, 2, 1)","(2, 2, 2, 12)",9,0.21953397358587035
"(0, 2, 1)","(2, 2, 2, 12)",12,0.03863054133341936
"(0, 2, 2)","(0, 0, 0, 12)",6,0.01684430054291776
"(0, 2, 2)","(0, 0, 0, 12)",9,0.013435290932140588
"(0, 2, 2)","(0, 0, 0, 12)",12,0.10817542127417408
"(0, 2, 2)","(0, 0, 1, 12)",6,0.013146907426122017
"(0, 2, 2)","(0, 0, 1, 12)",9,0.014428399829868682
"(0, 2, 2)","(0, 0, 1, 12)",12,0.10763162473127665
"(0, 2, 2)","(0, 0, 2, 12)",6,0.007369954431296744
"(0, 2, 2)","(0, 0, 2, 12)",9,0.012454384375072335
"(0, 2, 2)","(0, 0, 2, 12)",12,1069.2948136326936
"(0, 2, 2)","(0, 1, 0, 12)",6,0.07215017289234542
"(0, 2, 2)","(0, 1, 0, 12)",9,0.042228725522607743
"(0, 2, 2)","(0, 1, 0, 12)",12,0.1388347858763572
"(0, 2, 2)","(0, 1, 1, 12)",6,0.03188816664660673
"(0, 2, 2)","(0, 1, 1, 12)",9,0.015800951931035243
"(0, 2, 2)","(0, 1, 1, 12)",12,0.08633127459297531
"(0, 2, 2)","(0, 1, 2, 12)",6,0.3542618512174675
"(0, 2, 2)","(0, 1, 2, 12)",9,1.2368882931586442
"(0, 2, 2)","(0, 1, 2, 12)",12,0.09619540986306553
"(0, 2, 2)","(0, 2, 0, 12)",6,0.14033445457367386
"(0, 2, 2)","(0, 2, 0, 12)",9,0.11616877093700619
"(0, 2, 2)","(0, 2, 0, 12)",12,0.3005625715801043
"(0, 2, 2)","(0, 2, 1, 12)",6,0.09863531643571118
"(0, 2, 2)","(0, 2, 1, 12)",9,0.06349055705766425
"(0, 2, 2)","(0, 2, 1, 12)",12,0.1403002920609677
"(0, 2, 2)","(0, 2, 2, 12)",6,0.2646026834151356
"(0, 2, 2)","(0, 2, 2, 12)",9,0.675095827493481
"(0, 2, 2)","(0, 2, 2, 12)",12,0.028677824067198737
"(0, 2, 2)","(1, 0, 0, 12)",6,0.011781603672732956
"(0, 2, 2)","(1, 0, 0, 12)",9,0.016688060355614997
"(0, 2, 2)","(1, 0, 0, 12)",12,0.10491087882631633
"(0, 2, 2)","(1, 0, 1, 12)",6,0.012672641768279315
"(0, 2, 2)","(1, 0, 1, 12)",9,0.017130783573339945
"(0, 2, 2)","(1, 0, 1, 12)",12,0.10288774032540222
"(0, 2, 2)","(1, 0, 2, 12)",6,0.012520508460282916
"(0, 2, 2)","(1, 0, 2, 12)",9,0.009635351033443639
"(0, 2, 2)","(1, 0, 2, 12)",12,1061.723128933788
"(0, 2, 2)","(1, 1, 0, 12)",6,0.04458506310702154
"(0, 2, 2)","(1, 1, 0, 12)",9,0.026720578372447946
"(0, 2, 2)","(1, 1, 0, 12)",12,0.030104096560287574
"(0, 2, 2)","(1, 1, 1, 12)",6,0.02462678519572531
"(0, 2, 2)","(1, 1, 1, 12)",9,0.018640602696456034
"(0, 2, 2)","(1, 1, 1, 12)",12,0.04212768540823766
"(0, 2, 2)","(1, 1, 2, 12)",6,0.18456457658582606
"(0, 2, 2)","(1, 1, 2, 12)",9,455.78214247633724
"(0, 2, 2)","(1, 1, 2, 12)",12,0.039370505700074825
"(0, 2, 2)","(1, 2, 0, 12)",6,0.1116085734264396
"(0, 2, 2)","(1, 2, 0, 12)",9,0.06965163827680394
"(0, 2, 2)","(1, 2, 0, 12)",12,0.07645711783881719
"(0, 2, 2)","(1, 2, 1, 12)",6,0.05448470857779203
"(0, 2, 2)","(1, 2, 1, 12)",9,0.028890404928009934
"(0, 2, 2)","(1, 2, 1, 12)",12,0.02698445928079453
"(0, 2, 2)","(1, 2, 2, 12)",6,0.08856971765730733
"(0, 2, 2)","(1, 2, 2, 12)",9,0.19874032571581013
"(0, 2, 2)","(1, 2, 2, 12)",12,0.02676247996637854
"(0, 2, 2)","(2, 0, 0, 12)",6,0.013356292895923492
"(0, 2, 2)","(2, 0, 0, 12)",9,0.013404875354318495
"(0, 2, 2)","(2, 0, 0, 12)",12,0.11327488168880341
"(0, 2, 2)","(2, 0, 1, 12)",6,0.013278313049699257
"(0, 2, 2)","(2, 0, 1, 12)",9,0.014390687617186919
"(0, 2, 2)","(2, 0, 1, 12)",12,0.11436543053072351
"(0, 2, 2)","(2, 0, 2, 12)",6,0.022144433897076512
"(0, 2, 2)","(2, 0, 2, 12)",9,0.011586174683009712
"(0, 2, 2)","(2, 0, 2, 12)",12,2467.262459067344
"(0, 2, 2)","(2, 1, 0, 12)",6,0.02423170464350413
"(0, 2, 2)","(2, 1, 0, 12)",9,0.022757247567850386
"(0, 2, 2)","(2, 1, 0, 12)",12,0.049574845802512
"(0, 2, 2)","(2, 1, 1, 12)",6,0.01867653305833308
"(0, 2, 2)","(2, 1, 1, 12)",9,0.02310912316095169
"(0, 2, 2)","(2, 1, 1, 12)",12,0.05463614382040919
"(0, 2, 2)","(2, 1, 2, 12)",6,55021227818.77515
"(0, 2, 2)","(2, 1, 2, 12)",9,572.4281889912126
"(0, 2, 2)","(2, 1, 2, 12)",12,0.09729469901914396
"(0, 2, 2)","(2, 2, 0, 12)",6,0.07277285529295334
"(0, 2, 2)","(2, 2, 0, 12)",9,0.034512805375095
"(0, 2, 2)","(2, 2, 0, 12)",12,0.04142207398371014
"(0, 2, 2)","(2, 2, 1, 12)",6,0.026855101337643347
"(0, 2, 2)","(2, 2, 1, 12)",9,0.029722815818567578
"(0, 2, 2)","(2, 2, 1, 12)",12,0.03935986039842318
"(0, 2, 2)","(2, 2, 2, 12)",6,0.08293063456395697
"(0, 2, 2)","(2, 2, 2, 12)",9,0.4356453443421303
"(0, 2, 2)","(2, 2, 2, 12)",12,0.32003428558688407
"(1, 0, 0)","(0, 0, 0, 12)",6,0.017710814803053917
"(1, 0, 0)","(0, 0, 0, 12)",9,0.014022778723398934
"(1, 0, 0)","(0, 0, 0, 12)",12,0.11151718248303849
"(1, 0, 0)","(0, 0, 1, 12)",6,0.013355405150278233
"(1, 0, 0)","(0, 0, 1, 12)",9,0.01467935849544754
"(1, 0, 0)","(0, 0, 1, 12)",12,0.11671801775648806
"(1, 0, 0)","(0, 0, 2, 12)",6,0.05418307349167117
"(1, 0, 0)","(0, 0, 2, 12)",9,0.037263773036938314
"(1, 0, 0)","(0, 0, 2, 12)",12,0.11340294862980947
"(1, 0, 0)","(0, 1, 0, 12)",6,0.014511724979446194
"(1, 0, 0)","(0, 1, 0, 12)",9,0.09710098306595133
"(1, 0, 0)","(0, 1, 0, 12)",12,0.16112813571157708
"(1, 0, 0)","(0, 1, 1, 12)",6,0.014593093472749487
"(1, 0, 0)","(0, 1, 1, 12)",9,0.08328993033604448
"(1, 0, 0)","(0, 1, 1, 12)",12,0.15565572573411238
"(1, 0, 0)","(0, 1, 2, 12)",6,1.1255120018575757
"(1, 0, 0)","(0, 1, 2, 12)",9,0.09672714876808293
"(1, 0, 0)","(0, 1, 2, 12)",12,4484.671546294506
"(1, 0, 0)","(0, 2, 0, 12)",6,0.012048037415498753
"(1, 0, 0)","(0, 2, 0, 12)",9,0.13790974943565137
"(1, 0, 0)","(0, 2, 0, 12)",12,0.22381608071807788
"(1, 0, 0)","(0, 2, 1, 12)",6,0.018891815994168056
"(1, 0, 0)","(0, 2, 1, 12)",9,0.0880025380631973
"(1, 0, 0)","(0, 2, 1, 12)",12,0.1624164199439451
"(1, 0, 0)","(0, 2, 2, 12)",6,0.013161136020784022
"(1, 0, 0)","(0, 2, 2, 12)",9,0.14525109492827634
"(1, 0, 0)","(0, 2, 2, 12)",12,0.5453690288054623
"(1, 0, 0)","(1, 0, 0, 12)",6,0.012167199231708605
"(1, 0, 0)","(1, 0, 0, 12)",9,0.016722986528816333
"(1, 0, 0)","(1, 0, 0, 12)",12,0.10759227549777328
"(1, 0, 0)","(1, 0, 1, 12)",6,0.01187433418497291
"(1, 0, 0)","(1, 0, 1, 12)",9,0.08045652212957799
"(1, 0, 0)","(1, 0, 1, 12)",12,0.13900074201257753
"(1, 0, 0)","(1, 0, 2, 12)",6,0.01723705835229108
"(1, 0, 0)","(1, 0, 2, 12)",9,0.017371877480302115
"(1, 0, 0)","(1, 0, 2, 12)",12,0.11185184284682677
"(1, 0, 0)","(1, 1, 0, 12)",6,0.02603297099080643
"(1, 0, 0)","(1, 1, 0, 12)",9,0.0858809925090504
"(1, 0, 0)","(1, 1, 0, 12)",12,0.1157309840937617
"(1, 0, 0)","(1, 1, 1, 12)",6,0.029445397052449602
"(1, 0, 0)","(1, 1, 1, 12)",9,0.0905417701267916
"(1, 0, 0)","(1, 1, 1, 12)",12,0.13353695938290588
"(1, 0, 0)","(1, 1, 2, 12)",6,199845.54493879035
"(1, 0, 0)","(1, 1, 2, 12)",9,0.08732539285465986
"(1, 0, 0)","(1, 1, 2, 12)",12,0.1177256550569696
"(1, 0, 0)","(1, 2, 0, 12)",6,0.04305952550501021
"(1, 0, 0)","(1, 2, 0, 12)",9,0.07695986935993138
"(1, 0, 0)","(1, 2, 0, 12)",12,0.11443043919563024
"(1, 0, 0)","(1, 2, 1, 12)",6,0.026626649245753403
"(1, 0, 0)","(1, 2, 1, 12)",9,0.08192597054786548
"(1, 0, 0)","(1, 2, 1, 12)",12,0.10501700373182776
"(1, 0, 0)","(1, 2, 2, 12)",6,55.97014949766059
"(1, 0, 0)","(1, 2, 2, 12)",9,670.2231836366888
"(1, 0, 0)","(1, 2, 2, 12)",12,0.10239059353431716
"(1, 0, 0)","(2, 0, 0, 12)",6,0.015384254473521293
"(1, 0, 0)","(2, 0, 0, 12)",9,0.01350639164247577
"(1, 0, 0)","(2, 0, 0, 12)",12,0.10929437901349114
"(1, 0, 0)","(2, 0, 1, 12)",6,0.03994539982264959
"(1, 0, 0)","(2, 0, 1, 12)",9,0.08442758428958386
"(1, 0, 0)","(2, 0, 1, 12)",12,0.11965681300968116
"(1, 0, 0)","(2, 0, 2, 12)",6,0.01425803286922059
"(1, 0, 0)","(2, 0, 2, 12)",9,0.08942476004471393
"(1, 0, 0)","(2, 0, 2, 12)",12,0.12480994457571605
"(1, 0, 0)","(2, 1, 0, 12)",6,0.034639132570277884
"(1, 0, 0)","(2, 1, 0, 12)",9,0.08570324882389915
"(1, 0, 0)","(2, 1, 0, 12)",12,0.13257030598680172
"(1, 0, 0)","(2, 1, 1, 12)",6,0.03502972461063179
"(1, 0, 0)","(2, 1, 1, 12)",9,0.08411502339733995
"(1, 0, 0)","(2, 1, 1, 12)",12,0.13655887976518
