pdq,seasonal_pdq,hold_out,MAPE
"(1, 0, 0)","(2, 1, 2, 12)",6,0.08878301769569645
"(1, 0, 0)","(2, 1, 2, 12)",9,0.07332908865700558
"(1, 0, 0)","(2, 1, 2, 12)",12,0.22146209820206683
"(1, 0, 0)","(2, 2, 0, 12)",6,0.022738313156754526
"(1, 0, 0)","(2, 2, 0, 12)",9,0.07487814436482379
"(1, 0, 0)","(2, 2, 0, 12)",12,0.10489057590238514
"(1, 0, 0)","(2, 2, 1, 12)",6,0.05204637469484422
"(1, 0, 0)","(2, 2, 1, 12)",9,0.08892191674199247
"(1, 0, 0)","(2, 2, 1, 12)",12,0.11521293649907212
"(1, 0, 0)","(2, 2, 2, 12)",6,0.0466069608243348
"(1, 0, 0)","(2, 2, 2, 12)",9,2966.237302050056
"(1, 0, 0)","(2, 2, 2, 12)",12,0.11519257979489683
"(1, 0, 1)","(0, 0, 0, 12)",6,0.01756329024085637
"(1, 0, 1)","(0, 0, 0, 12)",9,0.013363974203319244
"(1, 0, 1)","(0, 0, 0, 12)",12,0.11038218936240866
"(1, 0, 1)","(0, 0, 1, 12)",6,0.012322998611605719
"(1, 0, 1)","(0, 0, 1, 12)",9,0.01451916170587454
"(1, 0, 1)","(0, 0, 1, 12)",12,0.11429130367836184
"(1, 0, 1)","(0, 0, 2, 12)",6,0.013145693171772986
"(1, 0, 1)","(0, 0, 2, 12)",9,0.03853814445999938
"(1, 0, 1)","(0, 0, 2, 12)",12,0.12916790397368302
"(1, 0, 1)","(0, 1, 0, 12)",6,0.025131696986641253
"(1, 0, 1)","(0, 1, 0, 12)",9,0.11634725238972374
"(1, 0, 1)","(0, 1, 0, 12)",12,0.16245273230333898
"(1, 0, 1)","(0, 1, 1, 12)",6,0.024447041167498754
"(1, 0, 1)","(0, 1, 1, 12)",9,0.10241331294571288
"(1, 0, 1)","(0, 1, 1, 12)",12,0.16179410189691773
"(1, 0, 1)","(0, 1, 2, 12)",6,1.28854814344039
"(1, 0, 1)","(0, 1, 2, 12)",9,0.11577345645493603
"(1, 0, 1)","(0, 1, 2, 12)",12,3367.6413305400147
"(1, 0, 1)","(0, 2, 0, 12)",6,0.039717247546404044
"(1, 0, 1)","(0, 2, 0, 12)",9,0.1636981262747466
"(1, 0, 1)","(0, 2, 0, 12)",12,0.21971375704698326
"(1, 0, 1)","(0, 2, 1, 12)",6,0.017424071811821026
"(1, 0, 1)","(0, 2, 1, 12)",9,0.11054014470237507
"(1, 0, 1)","(0, 2, 1, 12)",12,0.16351907938434684
"(1, 0, 1)","(0, 2, 2, 12)",6,0.033237437397649165
"(1, 0, 1)","(0, 2, 2, 12)",9,0.17346295636223544
"(1, 0, 1)","(0, 2, 2, 12)",12,0.5351780418455246
"(1, 0, 1)","(1, 0, 0, 12)",6,0.0115023312120763
"(1, 0, 1)","(1, 0, 0, 12)",9,0.016679400135358683
"(1, 0, 1)","(1, 0, 0, 12)",12,0.10711936776035642
"(1, 0, 1)","(1, 0, 1, 12)",6,0.010122613188352671
"(1, 0, 1)","(1, 0, 1, 12)",9,0.09557393079282649
"(1, 0, 1)","(1, 0, 1, 12)",12,0.1454851657280316
"(1, 0, 1)","(1, 0, 2, 12)",6,0.015967007084079467
"(1, 0, 1)","(1, 0, 2, 12)",9,0.018440682870129052
"(1, 0, 1)","(1, 0, 2, 12)",12,0.11031243075914342
"(1, 0, 1)","(1, 1, 0, 12)",6,0.03166102003638311
"(1, 0, 1)","(1, 1, 0, 12)",9,0.09456390155170097
"(1, 0, 1)","(1, 1, 0, 12)",12,0.12395789276405539
"(1, 0, 1)","(1, 1, 1, 12)",6,0.036975040767214966
"(1, 0, 1)","(1, 1, 1, 12)",9,0.10163708520986153
"(1, 0, 1)","(1, 1, 1, 12)",12,0.14361040618252918
"(1, 0, 1)","(1, 1, 2, 12)",6,133963.13556385468
"(1, 0, 1)","(1, 1, 2, 12)",9,0.10358718768198666
"(1, 0, 1)","(1, 1, 2, 12)",12,0.1239552245487437
"(1, 0, 1)","(1, 2, 0, 12)",6,0.03414789413374692
"(1, 0, 1)","(1, 2, 0, 12)",9,0.08516038486399692
"(1, 0, 1)","(1, 2, 0, 12)",12,0.11880137420147018
"(1, 0, 1)","(1, 2, 1, 12)",6,0.0309731904732384
"(1, 0, 1)","(1, 2, 1, 12)",9,0.08937522306568685
"(1, 0, 1)","(1, 2, 1, 12)",12,0.1098113307917541
"(1, 0, 1)","(1, 2, 2, 12)",6,61.563331430855875
"(1, 0, 1)","(1, 2, 2, 12)",9,766.0842426873452
"(1, 0, 1)","(1, 2, 2, 12)",12,0.10734839445121425
"(1, 0, 1)","(2, 0, 0, 12)",6,0.013798664405949512
"(1, 0, 1)","(2, 0, 0, 12)",9,0.011891428273133728
"(1, 0, 1)","(2, 0, 0, 12)",12,0.11710993180533769
"(1, 0, 1)","(2, 0, 1, 12)",6,0.04899441734112764
"(1, 0, 1)","(2, 0, 1, 12)",9,0.09456164105301856
"(1, 0, 1)","(2, 0, 1, 12)",12,0.12752365277152455
"(1, 0, 1)","(2, 0, 2, 12)",6,0.06160890274542149
"(1, 0, 1)","(2, 0, 2, 12)",9,0.09591481745867515
"(1, 0, 1)","(2, 0, 2, 12)",12,0.1311666335416691
"(1, 0, 1)","(2, 1, 0, 12)",6,0.04845446084282153
"(1, 0, 1)","(2, 1, 0, 12)",9,0.10281383122508587
"(1, 0, 1)","(2, 1, 0, 12)",12,0.14404196471818698
"(1, 0, 1)","(2, 1, 1, 12)",6,0.050139890998527566
"(1, 0, 1)","(2, 1, 1, 12)",9,0.10279014498115055
"(1, 0, 1)","(2, 1, 1, 12)",12,0.14803551621075597
"(1, 0, 1)","(2, 1, 2, 12)",6,0.1008917661219067
"(1, 0, 1)","(2, 1, 2, 12)",9,0.07199903863584478
"(1, 0, 1)","(2, 1, 2, 12)",12,0.2247356196251126
"(1, 0, 1)","(2, 2, 0, 12)",6,0.025404069133403345
"(1, 0, 1)","(2, 2, 0, 12)",9,0.08296555448723388
"(1, 0, 1)","(2, 2, 0, 12)",12,0.1108778842839871
"(1, 0, 1)","(2, 2, 1, 12)",6,0.0634815438830024
"(1, 0, 1)","(2, 2, 1, 12)",9,0.10289391905059117
"(1, 0, 1)","(2, 2, 1, 12)",12,0.13311117748347426
"(1, 0, 1)","(2, 2, 2, 12)",6,0.051902925861761005
"(1, 0, 1)","(2, 2, 2, 12)",9,3254.2885425102336
"(1, 0, 1)","(2, 2, 2, 12)",12,0.12271514230420444
"(1, 0, 2)","(0, 0, 0, 12)",6,0.01631289083787293
"(1, 0, 2)","(0, 0, 0, 12)",9,0.014550363643999123
"(1, 0, 2)","(0, 0, 0, 12)",12,0.11326095006726311
"(1, 0, 2)","(0, 0, 1, 12)",6,0.012380719377256641
"(1, 0, 2)","(0, 0, 1, 12)",9,0.01415049343004865
"(1, 0, 2)","(0, 0, 1, 12)",12,0.1473072912599935
"(1, 0, 2)","(0, 0, 2, 12)",6,0.03015304104310673
"(1, 0, 2)","(0, 0, 2, 12)",9,0.011129665447571558
"(1, 0, 2)","(0, 0, 2, 12)",12,0.1550349442101225
"(1, 0, 2)","(0, 1, 0, 12)",6,0.029760006812440665
"(1, 0, 2)","(0, 1, 0, 12)",9,0.12141975690023694
"(1, 0, 2)","(0, 1, 0, 12)",12,0.16263282923474673
"(1, 0, 2)","(0, 1, 1, 12)",6,0.03431768957175065
"(1, 0, 2)","(0, 1, 1, 12)",9,0.11946800124646077
"(1, 0, 2)","(0, 1, 1, 12)",12,0.16609443751017053
"(1, 0, 2)","(0, 1, 2, 12)",6,1.374639457769195
"(1, 0, 2)","(0, 1, 2, 12)",9,0.11985147638336396
"(1, 0, 2)","(0, 1, 2, 12)",12,4249.127865014013
"(1, 0, 2)","(0, 2, 0, 12)",6,0.047466635081048876
"(1, 0, 2)","(0, 2, 0, 12)",9,0.16765894196391706
"(1, 0, 2)","(0, 2, 0, 12)",12,0.21960386770576365
"(1, 0, 2)","(0, 2, 1, 12)",6,0.02013168211384275
"(1, 0, 2)","(0, 2, 1, 12)",9,0.11772743296513134
"(1, 0, 2)","(0, 2, 1, 12)",12,0.16371799166217868
"(1, 0, 2)","(0, 2, 2, 12)",6,0.0345417798763575
"(1, 0, 2)","(0, 2, 2, 12)",9,0.1725440770944977
"(1, 0, 2)","(0, 2, 2, 12)",12,0.531560104521192
"(1, 0, 2)","(1, 0, 0, 12)",6,0.01153341754952647
"(1, 0, 2)","(1, 0, 0, 12)",9,0.016537153273345446
"(1, 0, 2)","(1, 0, 0, 12)",12,0.10739092932100663
"(1, 0, 2)","(1, 0, 1, 12)",6,0.012363205458629706
"(1, 0, 2)","(1, 0, 1, 12)",9,0.10148815216249815
"(1, 0, 2)","(1, 0, 1, 12)",12,0.1454637047932154
"(1, 0, 2)","(1, 0, 2, 12)",6,0.013945666914132427
"(1, 0, 2)","(1, 0, 2, 12)",9,0.01193548629052492
"(1, 0, 2)","(1, 0, 2, 12)",12,0.10587361787656373
"(1, 0, 2)","(1, 1, 0, 12)",6,0.03583412907669501
"(1, 0, 2)","(1, 1, 0, 12)",9,0.10456530395481109
"(1, 0, 2)","(1, 1, 0, 12)",12,0.12405302362856792
"(1, 0, 2)","(1, 1, 1, 12)",6,0.043646414718183126
"(1, 0, 2)","(1, 1, 1, 12)",9,0.1166854586588663
"(1, 0, 2)","(1, 1, 1, 12)",12,0.14795413477937028
"(1, 0, 2)","(1, 1, 2, 12)",6,202666.58464193423
"(1, 0, 2)","(1, 1, 2, 12)",9,0.10717537368079223
"(1, 0, 2)","(1, 1, 2, 12)",12,0.12485704507370864
"(1, 0, 2)","(1, 2, 0, 12)",6,0.024789607030630142
"(1, 0, 2)","(1, 2, 0, 12)",9,0.0911781004079312
"(1, 0, 2)","(1, 2, 0, 12)",12,0.11618353307042217
"(1, 0, 2)","(1, 2, 1, 12)",6,0.034570289145964696
"(1, 0, 2)","(1, 2, 1, 12)",9,0.09655305717140153
"(1, 0, 2)","(1, 2, 1, 12)",12,0.1070346948565482
"(1, 0, 2)","(1, 2, 2, 12)",6,61.21714605655952
"(1, 0, 2)","(1, 2, 2, 12)",9,771.8334544629769
"(1, 0, 2)","(1, 2, 2, 12)",12,0.11230608283776616
"(1, 0, 2)","(2, 0, 0, 12)",6,0.013875720789212266
"(1, 0, 2)","(2, 0, 0, 12)",9,0.01158535864545939
"(1, 0, 2)","(2, 0, 0, 12)",12,0.11713503497776621
"(1, 0, 2)","(2, 0, 1, 12)",6,0.05365831260690824
"(1, 0, 2)","(2, 0, 1, 12)",9,0.1033865389829556
"(1, 0, 2)","(2, 0, 1, 12)",12,0.13087731833260538
"(1, 0, 2)","(2, 0, 2, 12)",6,0.05962720635630366
"(1, 0, 2)","(2, 0, 2, 12)",9,0.1132826061616002
"(1, 0, 2)","(2, 0, 2, 12)",12,0.13353567012194428
"(1, 0, 2)","(2, 1, 0, 12)",6,0.051506478449513914
"(1, 0, 2)","(2, 1, 0, 12)",9,0.11442619419630777
"(1, 0, 2)","(2, 1, 0, 12)",12,0.14734699091104284
"(1, 0, 2)","(2, 1, 1, 12)",6,0.053950295665878424
"(1, 0, 2)","(2, 1, 1, 12)",9,0.11625560530675047
"(1, 0, 2)","(2, 1, 1, 12)",12,0.15242366658580328
"(1, 0, 2)","(2, 1, 2, 12)",6,0.10105327311291694
"(1, 0, 2)","(2, 1, 2, 12)",9,0.07303391696638793
"(1, 0, 2)","(2, 1, 2, 12)",12,0.22582990140502415
"(1, 0, 2)","(2, 2, 0, 12)",6,0.025304170569655976
"(1, 0, 2)","(2, 2, 0, 12)",9,0.08439130063540048
"(1, 0, 2)","(2, 2, 0, 12)",12,0.11447677481822434
"(1, 0, 2)","(2, 2, 1, 12)",6,0.06517107592497116
"(1, 0, 2)","(2, 2, 1, 12)",9,0.10937526884454535
"(1, 0, 2)","(2, 2, 1, 12)",12,0.12167169852352089
"(1, 0, 2)","(2, 2, 2, 12)",6,0.055370851358508
"(1, 0, 2)","(2, 2, 2, 12)",9,3216.200691351342
"(1, 0, 2)","(2, 2, 2, 12)",12,0.12362396434520383
"(1, 1, 0)","(0, 0, 0, 12)",6,0.013658806265930216
"(1, 1, 0)","(0, 0, 0, 12)",9,0.018532676297912273
"(1, 1, 0)","(0, 0, 0, 12)",12,0.11298026493137663
"(1, 1, 0)","(0, 0, 1, 12)",6,0.010451639585452775
"(1, 1, 0)","(0, 0, 1, 12)",9,0.02100885063253359
"(1, 1, 0)","(0, 0, 1, 12)",12,0.11135602911890541
"(1, 1, 0)","(0, 0, 2, 12)",6,0.011846731997179588
"(1, 1, 0)","(0, 0, 2, 12)",9,0.020654253480043478
"(1, 1, 0)","(0, 0, 2, 12)",12,0.11593075072995783
"(1, 1, 0)","(0, 1, 0, 12)",6,0.06480014894891808
"(1, 1, 0)","(0, 1, 0, 12)",9,0.03666256320416324
"(1, 1, 0)","(0, 1, 0, 12)",12,0.14041408966363572
"(1, 1, 0)","(0, 1, 1, 12)",6,0.016096400899916583
"(1, 1, 0)","(0, 1, 1, 12)",9,0.027293453151650306
"(1, 1, 0)","(0, 1, 1, 12)",12,0.10258462546938951
"(1, 1, 0)","(0, 1, 2, 12)",6,130.66788527148105
"(1, 1, 0)","(0, 1, 2, 12)",9,19493190042914.88
"(1, 1, 0)","(0, 1, 2, 12)",12,1.1823059146767492
"(1, 1, 0)","(0, 2, 0, 12)",6,0.12541834324574005
"(1, 1, 0)","(0, 2, 0, 12)",9,0.09895673074118537
"(1, 1, 0)","(0, 2, 0, 12)",12,0.2987329808639227
"(1, 1, 0)","(0, 2, 1, 12)",6,0.07481487573764932
"(1, 1, 0)","(0, 2, 1, 12)",9,0.04191002161302332
"(1, 1, 0)","(0, 2, 1, 12)",12,0.1462987763787335
"(1, 1, 0)","(0, 2, 2, 12)",6,0.19086290232044414
"(1, 1, 0)","(0, 2, 2, 12)",9,1.1631498184454887
"(1, 1, 0)","(0, 2, 2, 12)",12,0.48382325546400257
"(1, 1, 0)","(1, 0, 0, 12)",6,0.010073574123151227
"(1, 1, 0)","(1, 0, 0, 12)",9,0.023400828801945668
"(1, 1, 0)","(1, 0, 0, 12)",12,0.10865975344578205
"(1, 1, 0)","(1, 0, 1, 12)",6,0.01038745469994508
"(1, 1, 0)","(1, 0, 1, 12)",9,0.023673532009213724
"(1, 1, 0)","(1, 0, 1, 12)",12,0.10669252425844711
"(1, 1, 0)","(1, 0, 2, 12)",6,0.01201544650550912
"(1, 1, 0)","(1, 0, 2, 12)",9,0.02039395431574215
"(1, 1, 0)","(1, 0, 2, 12)",12,0.12201263481076707
"(1, 1, 0)","(1, 1, 0, 12)",6,0.034970083754370246
"(1, 1, 0)","(1, 1, 0, 12)",9,0.02930910472959494
"(1, 1, 0)","(1, 1, 0, 12)",12,0.040980539295430475
"(1, 1, 0)","(1, 1, 1, 12)",6,0.014873157589036035
"(1, 1, 0)","(1, 1, 1, 12)",9,0.04044078935283078
"(1, 1, 0)","(1, 1, 1, 12)",12,0.07337504366841345
"(1, 1, 0)","(1, 1, 2, 12)",6,331.5778939098794
"(1, 1, 0)","(1, 1, 2, 12)",9,14.340664244005037
"(1, 1, 0)","(1, 1, 2, 12)",12,4.380155390516562
"(1, 1, 0)","(1, 2, 0, 12)",6,0.10176603663736643
"(1, 1, 0)","(1, 2, 0, 12)",9,0.06633193578428352
"(1, 1, 0)","(1, 2, 0, 12)",12,0.07822612484238335
"(1, 1, 0)","(1, 2, 1, 12)",6,0.044214862812156315
"(1, 1, 0)","(1, 2, 1, 12)",9,0.028934403294408637
"(1, 1, 0)","(1, 2, 1, 12)",12,0.029840488903397227
"(1, 1, 0)","(1, 2, 2, 12)",6,0.04923477880848389
"(1, 1, 0)","(1, 2, 2, 12)",9,0.042164377399740854
"(1, 1, 0)","(1, 2, 2, 12)",12,0.03077585577518729
"(1, 1, 0)","(2, 0, 0, 12)",6,0.010380765417315876
"(1, 1, 0)","(2, 0, 0, 12)",9,0.022540381221431736
"(1, 1, 0)","(2, 0, 0, 12)",12,0.12040023468057076
"(1, 1, 0)","(2, 0, 1, 12)",6,0.010291693383956808
"(1, 1, 0)","(2, 0, 1, 12)",9,0.022673680688939532
"(1, 1, 0)","(2, 0, 1, 12)",12,0.12043364861582634
"(1, 1, 0)","(2, 0, 2, 12)",6,0.011843013665589429
"(1, 1, 0)","(2, 0, 2, 12)",9,0.023210207534298154
"(1, 1, 0)","(2, 0, 2, 12)",12,0.12625079016680255
"(1, 1, 0)","(2, 1, 0, 12)",6,0.020279662432321644
"(1, 1, 0)","(2, 1, 0, 12)",9,0.03582130183821592
"(1, 1, 0)","(2, 1, 0, 12)",12,0.06405927744233299
"(1, 1, 0)","(2, 1, 1, 12)",6,0.017736965399807614
"(1, 1, 0)","(2, 1, 1, 12)",9,0.03818423931259847
"(1, 1, 0)","(2, 1, 1, 12)",12,0.0714701673079947
"(1, 1, 0)","(2, 1, 2, 12)",6,0.13391895298861908
"(1, 1, 0)","(2, 1, 2, 12)",9,0.027058133896193732
"(1, 1, 0)","(2, 1, 2, 12)",12,0.24855845651302744
"(1, 1, 0)","(2, 2, 0, 12)",6,0.06737412247426462
"(1, 1, 0)","(2, 2, 0, 12)",9,0.032781856986016475
"(1, 1, 0)","(2, 2, 0, 12)",12,0.038819957656426075
"(1, 1, 0)","(2, 2, 1, 12)",6,0.02339112705291181
"(1, 1, 0)","(2, 2, 1, 12)",9,0.036686582585928836
"(1, 1, 0)","(2, 2, 1, 12)",12,0.042732482556249674
"(1, 1, 0)","(2, 2, 2, 12)",6,0.05198127470792726
"(1, 1, 0)","(2, 2, 2, 12)",9,0.050079334543403874
"(1, 1, 0)","(2, 2, 2, 12)",12,0.04600584144770236
"(1, 1, 1)","(0, 0, 0, 12)",6,0.013365589410865415
"(1, 1, 1)","(0, 0, 0, 12)",9,0.019624535991031613
"(1, 1, 1)","(0, 0, 0, 12)",12,0.1133908574672976
"(1, 1, 1)","(0, 0, 1, 12)",6,0.010012805900519511
"(1, 1, 1)","(0, 0, 1, 12)",9,0.022140419209307517
"(1, 1, 1)","(0, 0, 1, 12)",12,0.11162001800028996
"(1, 1, 1)","(0, 0, 2, 12)",6,0.010935129808620686
"(1, 1, 1)","(0, 0, 2, 12)",9,0.022588126758577434
"(1, 1, 1)","(0, 0, 2, 12)",12,0.11389751010895958
"(1, 1, 1)","(0, 1, 0, 12)",6,0.06350136683482017
"(1, 1, 1)","(0, 1, 0, 12)",9,0.036495882598682916
"(1, 1, 1)","(0, 1, 0, 12)",12,0.160756722199679
"(1, 1, 1)","(0, 1, 1, 12)",6,0.016528312825721325
"(1, 1, 1)","(0, 1, 1, 12)",9,0.026667997896557313
"(1, 1, 1)","(0, 1, 1, 12)",12,0.10244617763902668
"(1, 1, 1)","(0, 1, 2, 12)",6,366.9301762783991
"(1, 1, 1)","(0, 1, 2, 12)",9,9449417150.578444
"(1, 1, 1)","(0, 1, 2, 12)",12,0.7582624756595079
"(1, 1, 1)","(0, 2, 0, 12)",6,0.12018044906499
"(1, 1, 1)","(0, 2, 0, 12)",9,0.09841327390021154
"(1, 1, 1)","(0, 2, 0, 12)",12,0.23101715795339375
"(1, 1, 1)","(0, 2, 1, 12)",6,0.07306082042864104
"(1, 1, 1)","(0, 2, 1, 12)",9,0.04156640343488171
"(1, 1, 1)","(0, 2, 1, 12)",12,0.14843268151384295
"(1, 1, 1)","(0, 2, 2, 12)",6,0.19751009366288086
"(1, 1, 1)","(0, 2, 2, 12)",9,0.8770810252341492
"(1, 1, 1)","(0, 2, 2, 12)",12,0.4758583137387296
"(1, 1, 1)","(1, 0, 0, 12)",6,0.010058135167424672
"(1, 1, 1)","(1, 0, 0, 12)",9,0.024222946490862915
"(1, 1, 1)","(1, 0, 0, 12)",12,0.1088293218676567
"(1, 1, 1)","(1, 0, 1, 12)",6,0.010212863146825287
"(1, 1, 1)","(1, 0, 1, 12)",9,0.024515488388310316
"(1, 1, 1)","(1, 0, 1, 12)",12,0.10681708422475313
"(1, 1, 1)","(1, 0, 2, 12)",6,0.010987895185176996
"(1, 1, 1)","(1, 0, 2, 12)",9,0.02161593549559906
"(1, 1, 1)","(1, 0, 2, 12)",12,0.11707419541281515
"(1, 1, 1)","(1, 1, 0, 12)",6,0.03398073273346171
"(1, 1, 1)","(1, 1, 0, 12)",9,0.029264518048461505
"(1, 1, 1)","(1, 1, 0, 12)",12,0.040733036637761566
"(1, 1, 1)","(1, 1, 1, 12)",6,0.014847034449130306
"(1, 1, 1)","(1, 1, 1, 12)",9,0.040722961080565806
"(1, 1, 1)","(1, 1, 1, 12)",12,0.07340561807479722
"(1, 1, 1)","(1, 1, 2, 12)",6,247.7501874319828
"(1, 1, 1)","(1, 1, 2, 12)",9,17.77272955006177
"(1, 1, 1)","(1, 1, 2, 12)",12,2.96212273766171
"(1, 1, 1)","(1, 2, 0, 12)",6,0.10160874640380098
"(1, 1, 1)","(1, 2, 0, 12)",9,0.06632727045365311
"(1, 1, 1)","(1, 2, 0, 12)",12,0.10787503885612466
"(1, 1, 1)","(1, 2, 1, 12)",6,0.04444013377268751
"(1, 1, 1)","(1, 2, 1, 12)",9,0.028899847804069463
"(1, 1, 1)","(1, 2, 1, 12)",12,0.08133475981975725
"(1, 1, 1)","(1, 2, 2, 12)",6,0.047697314353191224
"(1, 1, 1)","(1, 2, 2, 12)",9,0.04146000774003399
"(1, 1, 1)","(1, 2, 2, 12)",12,0.07051581481266067
"(1, 1, 1)","(2, 0, 0, 12)",6,0.010127736202934683
"(1, 1, 1)","(2, 0, 0, 12)",9,0.02348899449281802
"(1, 1, 1)","(2, 0, 0, 12)",12,0.12097069652087407
"(1, 1, 1)","(2, 0, 1, 12)",6,0.010411627683976292
"(1, 1, 1)","(2, 0, 1, 12)",9,0.022629066660266376
"(1, 1, 1)","(2, 0, 1, 12)",12,0.12100554140315123
"(1, 1, 1)","(2, 0, 2, 12)",6,0.011402260970751253
"(1, 1, 1)","(2, 0, 2, 12)",9,0.021718309245947608
"(1, 1, 1)","(2, 0, 2, 12)",12,0.12434461336109837
"(1, 1, 1)","(2, 1, 0, 12)",6,0.019412244006312793
"(1, 1, 1)","(2, 1, 0, 12)",9,0.03549770244807121
"(1, 1, 1)","(2, 1, 0, 12)",12,0.06524979643097066
"(1, 1, 1)","(2, 1, 1, 12)",6,0.017607940876696704
"(1, 1, 1)","(2, 1, 1, 12)",9,0.03800325449444678
"(1, 1, 1)","(2, 1, 1, 12)",12,0.07272849510061387
"(1, 1, 1)","(2, 1, 2, 12)",6,0.21532467462414218
"(1, 1, 1)","(2, 1, 2, 12)",9,0.026915595014045182
"(1, 1, 1)","(2, 1, 2, 12)",12,0.22264807134239026
"(1, 1, 1)","(2, 2, 0, 12)",6,0.0671781524399518
"(1, 1, 1)","(2, 2, 0, 12)",9,0.032760141481492186
"(1, 1, 1)","(2, 2, 0, 12)",12,0.09260865243040006
"(1, 1, 1)","(2, 2, 1, 12)",6,0.022319739795388482
"(1, 1, 1)","(2, 2, 1, 12)",9,0.035903350382241385
"(1, 1, 1)","(2, 2, 1, 12)",12,0.049822160472374005
"(1, 1, 1)","(2, 2, 2, 12)",6,0.04993189293492047
"(1, 1, 1)","(2, 2, 2, 12)",9,0.05132055065988339
"(1, 1, 1)","(2, 2, 2, 12)",12,0.04406819869473841
"(1, 1, 2)","(0, 0, 0, 12)",6,0.012860956223714007
"(1, 1, 2)","(0, 0, 0, 12)",9,0.07616099110659193
"(1, 1, 2)","(0, 0, 0, 12)",12,0.15051362126732237
"(1, 1, 2)","(0, 0, 1, 12)",6,0.022857660344328182
"(1, 1, 2)","(0, 0, 1, 12)",9,0.07670477882548404
"(1, 1, 2)","(0, 0, 1, 12)",12,0.14700772174846363
"(1, 1, 2)","(0, 0, 2, 12)",6,0.01866801273241901
"(1, 1, 2)","(0, 0, 2, 12)",9,0.022212015697207467
"(1, 1, 2)","(0, 0, 2, 12)",12,0.17143702142314712
"(1, 1, 2)","(0, 1, 0, 12)",6,0.013971507781815258
"(1, 1, 2)","(0, 1, 0, 12)",9,0.10155699262569046
"(1, 1, 2)","(0, 1, 0, 12)",12,0.16202903628225457
"(1, 1, 2)","(0, 1, 1, 12)",6,0.014627438018510084
"(1, 1, 2)","(0, 1, 1, 12)",9,0.07635252890396066
"(1, 1, 2)","(0, 1, 1, 12)",12,0.13916358274685484
"(1, 1, 2)","(0, 1, 2, 12)",6,1254022149368.2795
"(1, 1, 2)","(0, 1, 2, 12)",9,43951713489402.11
"(1, 1, 2)","(0, 1, 2, 12)",12,24815723506.29149
"(1, 1, 2)","(0, 2, 0, 12)",6,0.026494687373426393
"(1, 1, 2)","(0, 2, 0, 12)",9,0.1508922705248612
"(1, 1, 2)","(0, 2, 0, 12)",12,0.22578830039658024
"(1, 1, 2)","(0, 2, 1, 12)",6,0.014911345739339887
"(1, 1, 2)","(0, 2, 1, 12)",9,0.04044429262459714
"(1, 1, 2)","(0, 2, 1, 12)",12,0.1495867987829265
"(1, 1, 2)","(0, 2, 2, 12)",6,1.0559811045598958e+20
"(1, 1, 2)","(0, 2, 2, 12)",9,3.06419065426033e+19
"(1, 1, 2)","(0, 2, 2, 12)",12,1.3731138548003882e+31
"(1, 1, 2)","(1, 0, 0, 12)",6,0.026927676101524873
"(1, 1, 2)","(1, 0, 0, 12)",9,0.07750925430069427
"(1, 1, 2)","(1, 0, 0, 12)",12,0.14577551552420487
"(1, 1, 2)","(1, 0, 1, 12)",6,0.02672022863233546
"(1, 1, 2)","(1, 0, 1, 12)",9,0.07776174304969999
"(1, 1, 2)","(1, 0, 1, 12)",12,0.14575357505440098
"(1, 1, 2)","(1, 0, 2, 12)",6,0.018922658287162584
"(1, 1, 2)","(1, 0, 2, 12)",9,0.03148757153287021
"(1, 1, 2)","(1, 0, 2, 12)",12,0.16067206628977146
"(1, 1, 2)","(1, 1, 0, 12)",6,0.02266191424873404
"(1, 1, 2)","(1, 1, 0, 12)",9,0.07713487489326439
"(1, 1, 2)","(1, 1, 0, 12)",12,0.11365566259031111
"(1, 1, 2)","(1, 1, 1, 12)",6,0.03300584793523348
"(1, 1, 2)","(1, 1, 1, 12)",9,0.08256162519599805
"(1, 1, 2)","(1, 1, 1, 12)",12,0.12463363679737526
"(1, 1, 2)","(1, 1, 2, 12)",6,69006194985119.82
"(1, 1, 2)","(1, 1, 2, 12)",9,221083142617.9614
"(1, 1, 2)","(1, 1, 2, 12)",12,877.2664170610233
"(1, 1, 2)","(1, 2, 0, 12)",6,0.02836331735287945
"(1, 1, 2)","(1, 2, 0, 12)",9,0.0790569995419939
"(1, 1, 2)","(1, 2, 0, 12)",12,0.11075611504635065
"(1, 1, 2)","(1, 2, 1, 12)",6,0.030100604593643693
"(1, 1, 2)","(1, 2, 1, 12)",9,0.06852073896633752
"(1, 1, 2)","(1, 2, 1, 12)",12,0.08296362834733652
"(1, 1, 2)","(1, 2, 2, 12)",6,1.4166847858974843e+20
"(1, 1, 2)","(1, 2, 2, 12)",9,0.04285981492293527
"(1, 1, 2)","(1, 2, 2, 12)",12,0.07758017487791638
"(1, 1, 2)","(2, 0, 0, 12)",6,0.009949105164719765
"(1, 1, 2)","(2, 0, 0, 12)",9,0.0727447219931056
"(1, 1, 2)","(2, 0, 0, 12)",12,0.15913281730735
"(1, 1, 2)","(2, 0, 1, 12)",6,0.02405380931214256
"(1, 1, 2)","(2, 0, 1, 12)",9,0.07437306192324972
"(1, 1, 2)","(2, 0, 1, 12)",12,0.15939935298546923
"(1, 1, 2)","(2, 0, 2, 12)",6,0.020576225061505988
"(1, 1, 2)","(2, 0, 2, 12)",9,0.07023666292688785
"(1, 1, 2)","(2, 0, 2, 12)",12,0.17683643761059928
